year,id,ballot,age,childs,sibs,degree,race,sex,region,income16,relig,marital,padeg,madeg,partyid,polviews,happy,partners,grass,zodiac,pres12,wtssall,income_rc,agegrp,ageq,siblings,kids,religion,bigregion,partners_rc,obama
2016,1670,2,21,0,2,High School,Other,Female,South Atlantic,$10000 to 12499,Catholic,Never Married,High School,Bachelor,Not Str Democrat,Slightly Liberal,Pretty Happy,1 Partner,Legal,Taurus,NA,1.4354902672356584,Gt $10000,Age 18-35,Age 18-34,2,0,Catholic,South,1,NA
2016,1671,3,23,0,4,Bachelor,White,Female,South Atlantic,$12500 to 14999,None,Never Married,Bachelor,High School,Other Party,Slightly Liberal,Not Too Happy,1 Partner,Legal,Scorpio,NA,0.4784967557452195,Gt $10000,Age 18-35,Age 18-34,4,0,None,South,1,NA
2016,1672,2,67,2,2,Graduate,White,Female,South Atlantic,$30000 to 34999,None,Divorced,NA,Graduate,Not Str Democrat,Liberal,Pretty Happy,No Partners,NA,Gemini,NA,0.4784967557452195,Gt $30000,Age 65+,Age 62+,2,2,None,South,0,NA
2016,1673,1,36,0,1,Bachelor,White,Female,South Atlantic,NA,None,Married,High School,High School,Strong Democrat,Extremely Liberal,Not Too Happy,NA,NA,Pisces,1,1.5643633629752385,NA,Age 35-45,Age 34-49,1,0,None,South,NA,1
2016,1674,3,28,0,2,Junior College,White,Male,South Atlantic,under $1 000,None,Never Married,Graduate,Graduate,Independent,Moderate,Pretty Happy,3 Partners,Legal,Libra,1,0.4784967557452195,Gt $0,Age 18-35,Age 18-34,2,0,None,South,3,1
2016,1675,1,39,0,0,High School,White,Female,South Atlantic,$30000 to 34999,Protestant,Divorced,Lt High School,High School,"Ind,near Dem",NA,Pretty Happy,NA,NA,Aquarius,NA,0.956993511490439,Gt $30000,Age 35-45,Age 34-49,0,0,Protestant,South,NA,NA
2016,1676,3,47,1,6,Bachelor,Other,Female,South Atlantic,$40000 to 49999,Protestant,Separated,Lt High School,Lt High School,Not Str Republican,Slightly Liberal,Not Too Happy,1 Partner,Not Legal,Taurus,NA,0.4784967557452195,Gt $40000,Age 45-55,Age 34-49,6+,1,Protestant,South,1,NA
2016,1677,2,30,1,0,Lt High School,White,Female,South Atlantic,$25000 to 29999,None,Divorced,Lt High School,Lt High School,Independent,Conservative,Pretty Happy,1 Partner,Legal,Leo,NA,0.956993511490439,Gt $25000,Age 18-35,Age 18-34,0,1,None,South,1,NA
2016,1678,3,52,1,0,Graduate,White,Male,South Atlantic,$60000 to 74999,None,Never Married,High School,High School,"Ind,near Dem",Liberal,Pretty Happy,1 Partner,Legal,Leo,NA,0.7821816814876192,Gt $60000,Age 45-55,Age 49-62,0,1,None,South,1,NA
2016,1679,1,60,1,7,Lt High School,White,Female,South Atlantic,NA,Protestant,Married,Lt High School,Lt High School,Not Str Republican,NA,Very Happy,NA,NA,Taurus,NA,1.4354902672356584,NA,Age 55-65,Age 49-62,6+,1,Protestant,South,NA,NA
2016,1680,3,66,0,2,Graduate,White,Male,South Atlantic,$110000 to $129999,None,Never Married,High School,High School,"Ind,near Dem",Moderate,Pretty Happy,No Partners,Legal,Virgo,1,0.4784967557452195,Gt $110000,Age 65+,Age 62+,2,0,None,South,0,1
2016,1681,2,60,1,4,Lt High School,White,Male,South Atlantic,$25000 to 29999,Protestant,Married,Lt High School,Lt High School,"Ind,near Rep",Extremely Liberal,Very Happy,"1 or More, # Unknown",Legal,Libra,NA,0.956993511490439,Gt $25000,Age 55-65,Age 49-62,4,1,Protestant,South,NA,NA
2016,1682,1,31,0,2,Junior College,White,Female,South Atlantic,$15000 to 17499,None,Never Married,Graduate,Graduate,"Ind,near Dem",Extremely Liberal,Not Too Happy,NA,NA,Aries,1,0.956993511490439,Gt $15000,Age 18-35,Age 18-34,2,0,None,South,NA,1
2016,1683,1,68,2,2,Bachelor,White,Female,South Atlantic,$150000 to $169999,Protestant,Married,Lt High School,High School,Strong Republican,Conservative,Very Happy,NA,NA,Cancer,2,0.956993511490439,Gt $150000,Age 65+,Age 62+,2,2,Protestant,South,NA,0
2016,1684,3,66,2,5,Lt High School,White,Male,South Atlantic,NA,Protestant,Married,NA,High School,Independent,NA,Very Happy,NA,Not Legal,Cancer,NA,0.956993511490439,NA,Age 65+,Age 62+,5,2,Protestant,South,NA,NA
2016,1685,2,38,1,1,Bachelor,White,Male,South Atlantic,$35000 to 39999,Protestant,Separated,High School,Bachelor,"Ind,near Rep",Slightly Conservative,Pretty Happy,1 Partner,Legal,Sagittarius,3,0.4784967557452195,Gt $35000,Age 35-45,Age 34-49,1,1,Protestant,South,1,0
2016,1686,1,81,6,9,High School,White,Male,South Atlantic,$22500 to 24999,Protestant,Divorced,Lt High School,Lt High School,Strong Republican,Extremely Conservative,Very Happy,NA,NA,Capricorn,2,0.4784967557452195,Gt $20000,Age 65+,Age 62+,6+,4+,Protestant,South,NA,0
2016,1687,3,56,1,1,High School,White,Female,South Atlantic,$90000 to $109999,Protestant,Married,Lt High School,NA,Independent,Conservative,Pretty Happy,1 Partner,Not Legal,Leo,1,1.4354902672356584,Gt $90000,Age 55-65,Age 49-62,1,1,Protestant,South,1,1
2016,1688,2,42,1,1,High School,White,Male,South Atlantic,$30000 to 34999,Protestant,Divorced,High School,High School,Independent,Moderate,Pretty Happy,2 Partners,Legal,Leo,NA,0.956993511490439,Gt $30000,Age 35-45,Age 34-49,1,1,Protestant,South,2,NA
2016,1689,2,73,2,3,High School,White,Female,South Atlantic,$50000 to 59999,Protestant,Widowed,Lt High School,Lt High School,Strong Republican,Conservative,Pretty Happy,No Partners,Not Legal,Gemini,2,0.4784967557452195,Gt $50000,Age 65+,Age 62+,3,2,Protestant,South,0,0
2016,1690,3,24,0,0,High School,Black,Female,South Atlantic,$20000 to 22499,Protestant,Never Married,NA,High School,"Ind,near Dem",Moderate,Not Too Happy,5-10 Partners,Legal,Leo,1,0.956993511490439,Gt $20000,Age 18-35,Age 18-34,0,0,Protestant,South,4+,1
2016,1691,1,26,0,3,High School,White,Female,South Atlantic,$75000 to $89999,Buddhism,Never Married,Junior College,Graduate,Strong Republican,Conservative,Pretty Happy,NA,NA,Capricorn,2,0.4784967557452195,Gt $75000,Age 18-35,Age 18-34,3,0,Other,South,NA,0
2016,1692,1,50,2,9,Bachelor,Black,Female,South Atlantic,$50000 to 59999,Protestant,Divorced,NA,Lt High School,Independent,Moderate,Pretty Happy,NA,NA,Aquarius,1,0.4784967557452195,Gt $50000,Age 45-55,Age 49-62,6+,2,Protestant,South,NA,1
2016,1693,3,19,0,1,Junior College,Black,Female,South Atlantic,$10000 to 12499,None,Never Married,High School,High School,"Ind,near Dem",Liberal,Pretty Happy,No Partners,Legal,Cancer,NA,0.956993511490439,Gt $10000,Age 18-35,Age 18-34,1,0,None,South,0,NA
2016,1694,2,31,1,2,High School,White,Female,South Atlantic,NA,Protestant,Never Married,NA,High School,Not Str Republican,Moderate,Pretty Happy,No Partners,Not Legal,Gemini,2,1.4354902672356584,NA,Age 18-35,Age 18-34,2,1,Protestant,South,0,0
2016,1695,1,74,5,5,Lt High School,White,Female,South Atlantic,NA,Protestant,Widowed,Lt High School,High School,Independent,Slightly Liberal,Pretty Happy,NA,NA,Gemini,NA,1.4354902672356584,NA,Age 65+,Age 62+,5,4+,Protestant,South,NA,NA
2016,1696,2,60,2,6,High School,Black,Female,South Atlantic,$60000 to 74999,Protestant,Divorced,NA,Junior College,Strong Democrat,Moderate,Pretty Happy,No Partners,Not Legal,Gemini,4,0.956993511490439,Gt $60000,Age 55-65,Age 49-62,6+,2,Protestant,South,0,0
2016,1697,1,84,2,3,High School,White,Female,South Atlantic,$1 000 to 2 999,Protestant,Widowed,NA,NA,Not Str Democrat,Moderate,Pretty Happy,NA,NA,Pisces,2,0.7821816814876192,Gt $0,Age 65+,Age 62+,3,2,Protestant,South,NA,0
2016,1698,2,33,2,4,High School,White,Female,South Atlantic,$22500 to 24999,None,Never Married,Bachelor,Bachelor,"Ind,near Dem",Moderate,Pretty Happy,1 Partner,Legal,Capricorn,NA,1.4354902672356584,Gt $20000,Age 18-35,Age 18-34,4,2,None,South,1,NA
2016,1699,3,40,3,3,Lt High School,Black,Female,South Atlantic,$75000 to $89999,Protestant,Married,NA,NA,Strong Democrat,Moderate,Pretty Happy,1 Partner,Not Legal,NA,1,2.3465450444628577,Gt $75000,Age 35-45,Age 34-49,3,3,Protestant,South,1,1
2016,1700,3,59,4,5,Bachelor,Black,Female,South Atlantic,$60000 to 74999,Protestant,Married,NA,Junior College,Strong Democrat,Liberal,Very Happy,1 Partner,Not Legal,Pisces,1,1.4354902672356584,Gt $60000,Age 55-65,Age 49-62,5,4+,Protestant,South,1,1
2016,1701,2,19,0,2,Lt High School,White,Male,South Atlantic,NA,Protestant,Never Married,High School,Bachelor,Strong Republican,Conservative,Very Happy,5-10 Partners,Not Legal,Leo,NA,1.4354902672356584,NA,Age 18-35,Age 18-34,2,0,Protestant,South,4+,NA
2016,1702,1,61,2,9,High School,Black,Male,South Atlantic,NA,Protestant,Divorced,NA,Lt High School,"Ind,near Dem",Liberal,Very Happy,NA,NA,Aries,NA,0.7821816814876192,NA,Age 55-65,Age 49-62,6+,2,Protestant,South,NA,NA
2016,1703,3,48,1,5,Lt High School,White,Female,South Atlantic,$50000 to 59999,Protestant,Divorced,Junior College,High School,Independent,Extremely Conservative,Pretty Happy,1 Partner,Not Legal,Capricorn,NA,0.956993511490439,Gt $50000,Age 45-55,Age 34-49,5,1,Protestant,South,1,NA
2016,1704,1,54,3,1,High School,Black,Female,South Atlantic,$50000 to 59999,Protestant,Divorced,NA,Lt High School,Strong Democrat,Slightly Liberal,Pretty Happy,NA,NA,Gemini,1,0.4784967557452195,Gt $50000,Age 45-55,Age 49-62,1,3,Protestant,South,NA,1
2016,1705,3,41,3,3,Graduate,Black,Female,South Atlantic,$60000 to 74999,Protestant,Married,High School,Junior College,Strong Democrat,Moderate,Pretty Happy,1 Partner,Not Legal,Capricorn,1,1.5643633629752385,Gt $60000,Age 35-45,Age 34-49,3,3,Protestant,South,1,1
2016,1706,1,34,3,1,Bachelor,White,Male,South Atlantic,$40000 to 49999,Protestant,Married,NA,High School,Not Str Republican,Conservative,Pretty Happy,NA,NA,NA,NA,1.5643633629752385,Gt $40000,Age 18-35,Age 18-34,1,3,Protestant,South,NA,NA
2016,1707,2,19,1,2,High School,White,Female,South Atlantic,$4 000 to 4 999,Protestant,Never Married,Lt High School,High School,Strong Republican,Slightly Liberal,Pretty Happy,1 Partner,Not Legal,Aries,NA,0.956993511490439,Gt $0,Age 18-35,Age 18-34,2,1,Protestant,South,1,NA
2016,1708,1,51,2,2,Lt High School,White,Male,South Atlantic,NA,Protestant,Divorced,NA,High School,Not Str Republican,Moderate,Not Too Happy,NA,NA,Virgo,NA,1.4354902672356584,NA,Age 45-55,Age 49-62,2,2,Protestant,South,NA,NA
2016,1709,2,32,0,2,Junior College,White,Female,South Atlantic,$60000 to 74999,None,Married,NA,Junior College,Strong Democrat,Extremely Liberal,Pretty Happy,1 Partner,Legal,Leo,1,1.5643633629752385,Gt $60000,Age 18-35,Age 18-34,2,0,None,South,1,1
2016,1710,1,64,2,4,Junior College,White,Male,South Atlantic,$90000 to $109999,Protestant,Married,High School,High School,Strong Republican,Conservative,Very Happy,NA,NA,Pisces,5,1.5643633629752385,Gt $90000,Age 55-65,Age 62+,4,2,Protestant,South,NA,0
2016,1711,2,41,3,18,High School,Black,Male,South Atlantic,$90000 to $109999,None,Divorced,Bachelor,NA,"Ind,near Dem",Moderate,Very Happy,2 Partners,Legal,Cancer,1,0.956993511490439,Gt $90000,Age 35-45,Age 34-49,6+,3,None,South,2,1
2016,1712,3,80,0,2,High School,White,Female,South Atlantic,$20000 to 22499,Protestant,Divorced,High School,Lt High School,Not Str Democrat,Moderate,Not Too Happy,No Partners,Legal,Leo,1,0.4784967557452195,Gt $20000,Age 65+,Age 62+,2,0,Protestant,South,0,1
2016,1713,1,36,3,4,High School,Black,Female,South Atlantic,NA,None,Separated,High School,NA,Not Str Democrat,Moderate,Pretty Happy,NA,NA,Libra,1,0.4784967557452195,NA,Age 35-45,Age 34-49,4,3,None,South,NA,1
2016,1714,2,28,0,2,High School,Black,Male,South Atlantic,$90000 to $109999,Protestant,Never Married,High School,High School,Not Str Democrat,Moderate,Very Happy,1 Partner,Legal,Sagittarius,NA,2.3465450444628577,Gt $90000,Age 18-35,Age 18-34,2,0,Protestant,South,1,NA
2016,1715,3,41,2,5,Bachelor,White,Female,South Atlantic,$17500 to 19999,Catholic,Married,Lt High School,Lt High School,Strong Democrat,Conservative,Very Happy,1 Partner,Not Legal,Capricorn,NA,0.956993511490439,Gt $15000,Age 35-45,Age 34-49,5,2,Catholic,South,1,NA
2016,1716,2,46,0,9,High School,Black,Male,South Atlantic,NA,Protestant,Divorced,Junior College,Graduate,Strong Democrat,NA,Pretty Happy,NA,Not Legal,Scorpio,1,0.956993511490439,NA,Age 45-55,Age 34-49,6+,0,Protestant,South,NA,1
2016,1717,1,45,1,3,Bachelor,Black,Female,South Atlantic,$50000 to 59999,Protestant,Divorced,High School,High School,"Ind,near Rep",Slightly Conservative,Pretty Happy,NA,NA,Libra,1,1.5643633629752385,Gt $50000,Age 35-45,Age 34-49,3,1,Protestant,South,NA,1
2016,1718,3,35,3,13,High School,Black,Female,South Atlantic,$35000 to 39999,Catholic,Never Married,NA,High School,Strong Democrat,Moderate,Pretty Happy,2 Partners,Legal,Virgo,1,0.4784967557452195,Gt $35000,Age 18-35,Age 34-49,6+,3,Catholic,South,2,1
2016,1719,3,51,5,4,High School,Black,Female,South Atlantic,$22500 to 24999,Protestant,Married,Lt High School,Lt High School,Strong Democrat,Slightly Conservative,Not Too Happy,1 Partner,Legal,Gemini,1,1.4354902672356584,Gt $20000,Age 45-55,Age 49-62,4,4+,Protestant,South,1,1
2016,1720,1,76,1,6,Lt High School,White,Male,South Atlantic,$10000 to 12499,Protestant,Widowed,Lt High School,Lt High School,Independent,Conservative,Pretty Happy,NA,NA,Cancer,1,0.4784967557452195,Gt $10000,Age 65+,Age 62+,6+,1,Protestant,South,NA,1
2016,1721,3,26,1,4,High School,Black,Female,South Atlantic,$10000 to 12499,Protestant,Never Married,High School,High School,Independent,Moderate,Not Too Happy,1 Partner,NA,Gemini,NA,0.4784967557452195,Gt $10000,Age 18-35,Age 18-34,4,1,Protestant,South,1,NA
2016,1722,1,31,2,4,High School,Black,Female,South Atlantic,$1 000 to 2 999,Protestant,Never Married,NA,High School,"Ind,near Dem",Conservative,Not Too Happy,NA,NA,Taurus,1,0.4784967557452195,Gt $0,Age 18-35,Age 18-34,4,2,Protestant,South,NA,1
2016,1723,2,62,2,13,High School,Black,Male,South Atlantic,$25000 to 29999,None,Separated,High School,Lt High School,Strong Democrat,Extremely Conservative,Pretty Happy,NA,Not Legal,Aquarius,1,0.956993511490439,Gt $25000,Age 55-65,Age 49-62,6+,2,None,South,NA,1
2016,1724,3,19,0,3,High School,Black,Male,South Atlantic,$3 000 to 3 999,Protestant,Never Married,NA,High School,Not Str Democrat,Moderate,Not Too Happy,3 Partners,Legal,Libra,NA,0.956993511490439,Gt $0,Age 18-35,Age 18-34,3,0,Protestant,South,3,NA
2016,1725,2,18,0,6,High School,Black,Female,South Atlantic,$30000 to 34999,Protestant,Never Married,NA,High School,Not Str Democrat,Moderate,Pretty Happy,No Partners,Legal,Aquarius,NA,1.4354902672356584,Gt $30000,NA,Age 18-34,6+,0,Protestant,South,0,NA
2016,1726,3,55,1,9,Junior College,Black,Female,South Atlantic,$40000 to 49999,Other,Never Married,High School,High School,Strong Democrat,Moderate,Pretty Happy,1 Partner,NA,Virgo,1,1.5643633629752385,Gt $40000,Age 45-55,Age 49-62,6+,1,Other,South,1,1
2016,1727,1,52,2,1,High School,Black,Female,South Atlantic,$10000 to 12499,Protestant,Divorced,High School,High School,Not Str Democrat,Moderate,Pretty Happy,NA,NA,Scorpio,1,0.4784967557452195,Gt $10000,Age 45-55,Age 49-62,1,2,Protestant,South,NA,1
2016,1728,2,59,4,3,High School,Black,Male,South Atlantic,$50000 to 59999,Protestant,Married,High School,Graduate,Independent,Slightly Conservative,Very Happy,1 Partner,Not Legal,Aquarius,1,0.956993511490439,Gt $50000,Age 55-65,Age 49-62,3,4+,Protestant,South,1,1
2016,1729,1,67,2,8,Bachelor,Black,Female,South Atlantic,NA,Protestant,Divorced,Lt High School,Lt High School,Strong Democrat,Slightly Liberal,Pretty Happy,NA,NA,Cancer,1,0.956993511490439,NA,Age 65+,Age 62+,6+,2,Protestant,South,NA,1
2016,1730,3,31,0,1,Junior College,Black,Female,South Atlantic,$15000 to 17499,Protestant,Married,High School,High School,Strong Democrat,Moderate,Very Happy,1 Partner,Legal,Scorpio,1,0.956993511490439,Gt $15000,Age 18-35,Age 18-34,1,0,Protestant,South,1,1
2016,1731,2,58,0,13,High School,Black,Male,South Atlantic,$20000 to 22499,Protestant,Never Married,NA,Lt High School,Strong Democrat,Slightly Conservative,Very Happy,No Partners,Not Legal,Taurus,1,0.4784967557452195,Gt $20000,Age 55-65,Age 49-62,6+,0,Protestant,South,0,1
2016,1732,3,58,1,2,High School,White,Male,South Atlantic,$5 000 to 5 999,Protestant,Widowed,High School,NA,Independent,NA,Not Too Happy,4 Partners,Legal,Gemini,NA,0.4784967557452195,Gt $0,Age 55-65,Age 49-62,2,1,Protestant,South,4+,NA
2016,1733,1,83,7,3,Lt High School,Black,Female,South Atlantic,NA,Protestant,Married,NA,Lt High School,Strong Democrat,Extremely Liberal,Very Happy,NA,NA,Virgo,NA,0.956993511490439,NA,Age 65+,Age 62+,3,4+,Protestant,South,NA,NA
2016,1734,3,76,4,7,Junior College,Black,Female,South Atlantic,$40000 to 49999,Catholic,Widowed,Lt High School,Lt High School,Independent,Moderate,Pretty Happy,No Partners,Legal,Cancer,NA,0.7821816814876192,Gt $40000,Age 65+,Age 62+,6+,4+,Catholic,South,0,NA
2016,1735,2,27,2,2,High School,White,Female,South Atlantic,NA,Protestant,Married,High School,High School,"Ind,near Dem",Slightly Liberal,Not Too Happy,1 Partner,NA,Cancer,1,1.5643633629752385,NA,Age 18-35,Age 18-34,2,2,Protestant,South,1,1
2016,1736,2,72,2,11,Lt High School,White,Male,South Atlantic,$75000 to $89999,Catholic,Married,Lt High School,Lt High School,Not Str Republican,Moderate,Pretty Happy,1 Partner,Legal,Scorpio,1,0.956993511490439,Gt $75000,Age 65+,Age 62+,6+,2,Catholic,South,1,1
2016,1737,1,58,2,5,High School,White,Female,South Atlantic,$90000 to $109999,Catholic,Married,NA,Junior College,Strong Republican,Conservative,Pretty Happy,NA,NA,Aquarius,2,0.956993511490439,Gt $90000,Age 55-65,Age 49-62,5,2,Catholic,South,NA,0
2016,1738,2,19,0,2,High School,White,Male,South Atlantic,NA,Protestant,Never Married,NA,Junior College,Not Str Republican,Moderate,Pretty Happy,NA,Legal,Scorpio,NA,1.5643633629752385,NA,Age 18-35,Age 18-34,2,0,Protestant,South,NA,NA
2016,1739,3,69,1,5,Graduate,White,Female,South Atlantic,$110000 to $129999,Protestant,Married,Lt High School,High School,"Ind,near Dem",Moderate,Very Happy,1 Partner,Not Legal,Sagittarius,1,0.956993511490439,Gt $110000,Age 65+,Age 62+,5,1,Protestant,South,1,1
2016,1740,2,52,0,1,Bachelor,White,Female,South Atlantic,$130000 to $149999,Protestant,Married,High School,High School,Independent,Moderate,Very Happy,1 Partner,Not Legal,Scorpio,2,0.956993511490439,Gt $130000,Age 45-55,Age 49-62,1,0,Protestant,South,1,0
2016,1741,3,65,1,1,High School,White,Female,South Atlantic,$50000 to 59999,Protestant,Divorced,Lt High School,Lt High School,Not Str Democrat,Liberal,Pretty Happy,No Partners,Not Legal,Libra,1,0.7821816814876192,Gt $50000,Age 55-65,Age 62+,1,1,Protestant,South,0,1
2016,1742,2,63,0,1,High School,White,Male,South Atlantic,$50000 to 59999,Protestant,Married,NA,High School,Strong Republican,Conservative,Pretty Happy,1 Partner,Not Legal,Gemini,2,1.4354902672356584,Gt $50000,Age 55-65,Age 62+,1,0,Protestant,South,1,0
2016,1743,1,49,2,3,High School,Black,Male,South Atlantic,$22500 to 24999,Protestant,Married,NA,High School,Strong Democrat,Liberal,Pretty Happy,NA,NA,Leo,1,1.4354902672356584,Gt $20000,Age 45-55,Age 34-49,3,2,Protestant,South,NA,1
2016,1744,3,76,3,9,High School,White,Male,South Atlantic,$170000 or over,Protestant,Married,Lt High School,Lt High School,Strong Republican,Conservative,Very Happy,1 Partner,Not Legal,Scorpio,2,0.956993511490439,Gt $170000,Age 65+,Age 62+,6+,3,Protestant,South,1,0
2016,1745,2,65,4,12,Lt High School,White,Male,South Atlantic,$30000 to 34999,Protestant,Married,Junior College,Lt High School,Independent,Moderate,Pretty Happy,1 Partner,Not Legal,Virgo,2,0.956993511490439,Gt $30000,Age 55-65,Age 62+,6+,4+,Protestant,South,1,0
2016,1746,1,28,0,2,Bachelor,White,Male,South Atlantic,$90000 to $109999,Protestant,Never Married,High School,High School,Strong Republican,Conservative,Very Happy,NA,NA,Virgo,2,0.956993511490439,Gt $90000,Age 18-35,Age 18-34,2,0,Protestant,South,NA,0
2016,1747,2,82,3,12,High School,White,Female,South Atlantic,$25000 to 29999,Catholic,Widowed,High School,High School,Strong Democrat,Slightly Liberal,Pretty Happy,No Partners,Legal,Virgo,1,0.4784967557452195,Gt $25000,Age 65+,Age 62+,6+,3,Catholic,South,0,1
2016,1748,2,49,0,1,High School,White,Male,South Atlantic,$35000 to 39999,Protestant,Never Married,Lt High School,High School,"Ind,near Rep",Moderate,Pretty Happy,1 Partner,Not Legal,Aquarius,NA,0.4784967557452195,Gt $35000,Age 45-55,Age 34-49,1,0,Protestant,South,1,NA
2016,1749,3,33,1,1,Bachelor,Black,Male,South Atlantic,$30000 to 34999,Protestant,Never Married,High School,High School,Strong Democrat,Conservative,Pretty Happy,2 Partners,Legal,Pisces,1,1.5643633629752385,Gt $30000,Age 18-35,Age 18-34,1,1,Protestant,South,2,1
2016,1750,2,60,0,3,High School,White,Male,South Atlantic,$4 000 to 4 999,None,Divorced,High School,High School,Strong Republican,Conservative,Not Too Happy,4 Partners,Legal,Sagittarius,2,0.4784967557452195,Gt $0,Age 55-65,Age 49-62,3,0,None,South,4+,0
